"id","text","label","attack_type","risk_level","language","source_type","contains_url","suspicious_keywords","explanation","synthetic_generated"
"489","تم تعليق حسابك على Instagram. قم بالتأكيد فوراً: https://banks-nelson.com/","phishing","banking","high","ar","url","1","password, bitcoin, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"490","موعدك غداً على الساعة العاشرة صباحاً.","legitimate","normal","low","ar","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"491","موعدك غداً على الساعة العاشرة صباحاً.","legitimate","normal","low","ar","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"492","Merci pour votre achat récent.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"493","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","social_media","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"494","Votre colis est bloqué. Cliquez ici : https://brown-jackson.com/","phishing","banking","critical","fr","sms","1","urgent, suspended, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"495","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"496","Your meeting is scheduled for tomorrow at 10 AM.","legitimate","normal","low","en","email","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"497","Your Microsoft account has been suspended. Verify immediately: https://young-webb.info/","phishing","crypto_scam","medium","en","url","1","confirm, password, verify","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"498","Votre colis est bloqué. Cliquez ici : http://mahoney.com/","phishing","fake_support","critical","fr","email","1","confirm, password, suspended","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
"499","Votre commande a été expédiée avec succès.","legitimate","normal","low","fr","sms","0","none","No suspicious indicators detected. Message appears legitimate and informational.","1"
"500","Urgent! Confirm your password now to avoid account deletion: https://norton-wilson.com/","phishing","banking","critical","en","sms","1","urgent, delivery, security","Contains urgency language, suspicious links, credential request, or impersonation indicators.","1"
